2008,10,24,BSX,Buy,100,
2008,10,31,BSX,Sell,100,
2008,11,11,BSX,Buy,100,
2008,11,18,BSX,Sell,100,
2009,02,26,BSX,Buy,100,
2009,03,05,BSX,Sell,100,
2009,03,19,BSX,Buy,100,
2009,03,26,BSX,Sell,100,
2009,03,30,BSX,Buy,100,
2009,04,06,BSX,Sell,100,
2009,11,03,BSX,Buy,100,
2009,11,10,BSX,Sell,100,
2008,11,19,C,Buy,100,
2008,11,26,C,Sell,100,
2008,12,01,C,Buy,100,
2008,12,08,C,Sell,100,
2008,12,11,C,Buy,100,
2008,12,18,C,Sell,100,
2008,12,17,C,Buy,100,
2008,12,24,C,Sell,100,
2008,10,07,CBG,Buy,100,
2008,10,14,CBG,Sell,100,
2008,10,09,CBG,Buy,100,
2008,10,16,CBG,Sell,100,
2008,10,14,CBG,Buy,100,
2008,10,21,CBG,Sell,100,
2009,05,12,CBG,Buy,100,
2009,05,19,CBG,Sell,100,
2009,06,03,CBG,Buy,100,
2009,06,10,CBG,Sell,100,
2009,06,08,CBG,Buy,100,
2009,06,15,CBG,Sell,100,
2009,06,22,CBG,Buy,100,
2009,06,29,CBG,Sell,100,
2009,07,07,CBG,Buy,100,
2009,07,14,CBG,Sell,100,
2008,10,24,CBS,Buy,100,
2008,10,31,CBS,Sell,100,
2008,11,11,CBS,Buy,100,
2008,11,18,CBS,Sell,100,
2008,12,15,CBS,Buy,100,
2008,12,22,CBS,Sell,100,
2009,01,12,CBS,Buy,100,
2009,01,20,CBS,Sell,100,
2009,05,11,CBS,Buy,100,
2009,05,18,CBS,Sell,100,
2009,06,15,CBS,Buy,100,
2009,06,22,CBS,Sell,100,
2009,07,28,CBS,Buy,100,
2009,08,04,CBS,Sell,100,
2008,11,20,CCE,Buy,100,
2008,11,28,CCE,Sell,100,
2009,02,23,DELL,Buy,100,
2009,03,02,DELL,Sell,100,
2008,11,19,DFS,Buy,100,
2008,11,26,DFS,Sell,100,
2009,01,14,DFS,Buy,100,
2009,01,22,DFS,Sell,100,
2009,04,14,DFS,Buy,100,
2009,04,21,DFS,Sell,100,
2009,04,20,DFS,Buy,100,
2009,04,27,DFS,Sell,100,
2008,10,15,DHI,Buy,100,
2008,10,22,DHI,Sell,100,
2008,12,09,DHI,Buy,100,
2008,12,16,DHI,Sell,100,
2008,12,11,DHI,Buy,100,
2008,12,18,DHI,Sell,100,
2008,12,18,DHI,Buy,100,
2008,12,26,DHI,Sell,100,
2009,01,07,DHI,Buy,100,
2009,01,14,DHI,Sell,100,
2009,01,09,DHI,Buy,100,
2009,01,16,DHI,Sell,100,
2009,02,19,DHI,Buy,100,
2009,02,26,DHI,Sell,100,
2009,03,03,DHI,Buy,100,
2009,03,10,DHI,Sell,100,
2008,11,19,DNR,Buy,100,
2008,11,26,DNR,Sell,100,
2009,02,23,DOW,Buy,100,
2009,03,02,DOW,Sell,100,
2009,03,20,DOW,Buy,100,
2009,03,27,DOW,Sell,100,
2008,11,12,EXPE,Buy,100,
2008,11,19,EXPE,Sell,100,
2008,11,14,EXPE,Buy,100,
2008,11,21,EXPE,Sell,100,
2008,12,01,EXPE,Buy,100,
2008,12,08,EXPE,Sell,100,
2008,12,11,EXPE,Buy,100,
2008,12,18,EXPE,Sell,100,
2008,12,22,EXPE,Buy,100,
2008,12,30,EXPE,Sell,100,
2009,02,19,EXPE,Buy,100,
2009,02,26,EXPE,Sell,100,
2009,02,27,EXPE,Buy,100,
2009,03,06,EXPE,Sell,100,
2009,03,19,EXPE,Buy,100,
2009,03,26,EXPE,Sell,100,
2008,04,25,F,Buy,100,
2008,05,02,F,Sell,100,
2008,05,07,F,Buy,100,
2008,05,14,F,Sell,100,
2008,05,21,F,Buy,100,
2008,05,29,F,Sell,100,
2009,08,10,F,Buy,100,
2009,08,17,F,Sell,100,
2008,06,18,FHN,Buy,100,
2008,06,25,FHN,Sell,100,
2008,07,21,FHN,Buy,100,
2008,07,28,FHN,Sell,100,
2008,09,29,FHN,Buy,100,
2008,10,06,FHN,Sell,100,
2008,10,09,FHN,Buy,100,
2008,10,16,FHN,Sell,100,
2008,11,20,FHN,Buy,100,
2008,11,28,FHN,Sell,100,
2009,01,15,FHN,Buy,100,
2009,01,23,FHN,Sell,100,
2009,03,06,FHN,Buy,100,
2009,03,13,FHN,Sell,100,
2008,11,20,FITB,Buy,100,
2008,11,28,FITB,Sell,100,
2008,12,03,FITB,Buy,100,
2008,12,10,FITB,Sell,100,
2008,12,09,FITB,Buy,100,
2008,12,16,FITB,Sell,100,
2009,01,07,FITB,Buy,100,
2009,01,14,FITB,Sell,100,
2009,01,09,FITB,Buy,100,
2009,01,16,FITB,Sell,100,
2009,05,13,FITB,Buy,100,
2009,05,20,FITB,Sell,100,
2009,06,15,FITB,Buy,100,
2009,06,22,FITB,Sell,100,
2008,10,24,FTR,Buy,100,
2008,10,31,FTR,Sell,100,
2008,11,19,FTR,Buy,100,
2008,11,26,FTR,Sell,100,
2008,12,01,FTR,Buy,100,
2008,12,08,FTR,Sell,100,
2009,01,14,FTR,Buy,100,
2009,01,22,FTR,Sell,100,
2009,02,17,FTR,Buy,100,
2009,02,24,FTR,Sell,100,
2009,12,09,FTR,Buy,100,
2009,12,16,FTR,Sell,100,
2008,11,17,GCI,Buy,100,
2008,11,24,GCI,Sell,100,
2008,12,11,GCI,Buy,100,
2008,12,18,GCI,Sell,100,
2008,12,18,GCI,Buy,100,
2008,12,26,GCI,Sell,100,
2009,01,14,GCI,Buy,100,
2009,01,22,GCI,Sell,100,
2009,08,11,GCI,Buy,100,
2009,08,18,GCI,Sell,100,
2009,08,17,GCI,Buy,100,
2009,08,24,GCI,Sell,100,
2009,09,02,GCI,Buy,100,
2009,09,10,GCI,Sell,100,
2009,09,08,GCI,Buy,100,
2009,09,15,GCI,Sell,100,
2009,03,02,GE,Buy,100,
2009,03,09,GE,Sell,100,
2008,11,20,GLW,Buy,100,
2008,11,28,GLW,Sell,100,
2008,09,29,GNW,Buy,100,
2008,10,06,GNW,Sell,100,
2008,10,01,GNW,Buy,100,
2008,10,08,GNW,Sell,100,
2009,08,17,GNW,Buy,100,
2009,08,24,GNW,Sell,100,
2008,10,27,GT,Buy,100,
2008,11,03,GT,Sell,100,
2008,11,06,GT,Buy,100,
2008,11,13,GT,Sell,100,
2008,06,09,HBAN,Buy,100,
2008,06,16,HBAN,Sell,100,
2008,08,12,HBAN,Buy,100,
2008,08,19,HBAN,Sell,100,
2008,09,04,HBAN,Buy,100,
2008,09,11,HBAN,Sell,100,
2008,09,29,HBAN,Buy,100,
2008,10,06,HBAN,Sell,100,
2008,10,09,HBAN,Buy,100,
2008,10,16,HBAN,Sell,100,
2008,11,12,HBAN,Buy,100,
2008,11,19,HBAN,Sell,100,
2008,11,14,HBAN,Buy,100,
2008,11,21,HBAN,Sell,100,
2008,12,01,HBAN,Buy,100,
2008,12,08,HBAN,Sell,100,
2008,12,09,HBAN,Buy,100,
2008,12,16,HBAN,Sell,100,
2008,11,19,HIG,Buy,100,
2008,11,26,HIG,Sell,100,
2008,12,01,HIG,Buy,100,
2008,12,08,HIG,Sell,100,
2009,02,19,HIG,Buy,100,
2009,02,26,HIG,Sell,100,
2009,02,25,HIG,Buy,100,
2009,03,04,HIG,Sell,100,
2009,03,20,HIG,Buy,100,
2009,03,27,HIG,Sell,100,
2009,03,30,HIG,Buy,100,
2009,04,06,HIG,Sell,100,
2008,10,09,HST,Buy,100,
2008,10,16,HST,Sell,100,
2008,10,24,HST,Buy,100,
2008,10,31,HST,Sell,100,
2008,11,10,HST,Buy,100,
2008,11,17,HST,Sell,100,
2008,11,12,HST,Buy,100,
2008,11,19,HST,Sell,100,
2008,11,14,HST,Buy,100,
2008,11,21,HST,Sell,100,
2008,12,09,HST,Buy,100,
2008,12,16,HST,Sell,100,
2008,12,18,HST,Buy,100,
2008,12,26,HST,Sell,100,
2009,01,07,HST,Buy,100,
2009,01,14,HST,Sell,100,
2009,05,13,HST,Buy,100,
2009,05,20,HST,Sell,100,
2009,05,15,HST,Buy,100,
2009,05,22,HST,Sell,100,
2009,06,18,HST,Buy,100,
2009,06,25,HST,Sell,100,
2009,07,02,HST,Buy,100,
2009,07,10,HST,Sell,100,
2009,07,07,HST,Buy,100,
2009,07,14,HST,Sell,100,
2008,11,20,IGT,Buy,100,
2008,11,28,IGT,Sell,100,
2009,03,05,IGT,Buy,100,
2009,03,12,IGT,Sell,100,
2009,02,04,IP,Buy,100,
2009,02,11,IP,Sell,100,
2009,02,10,IP,Buy,100,
2009,02,18,IP,Sell,100,
2009,03,30,IP,Buy,100,
2009,04,06,IP,Sell,100,
2009,04,03,IP,Buy,100,
2009,04,13,IP,Sell,100,
2009,04,20,IP,Buy,100,
2009,04,27,IP,Sell,100,
2008,04,15,IPG,Buy,100,
2008,04,22,IPG,Sell,100,
2008,07,09,IPG,Buy,100,
2008,07,16,IPG,Sell,100,
2008,07,24,IPG,Buy,100,
2008,07,31,IPG,Sell,100,
2008,09,17,IPG,Buy,100,
2008,09,24,IPG,Sell,100,
2008,09,23,IPG,Buy,100,
2008,09,30,IPG,Sell,100,
2008,09,29,IPG,Buy,100,
2008,10,06,IPG,Sell,100,
2008,10,07,JBL,Buy,100,
2008,10,14,JBL,Sell,100,
2008,10,23,JBL,Buy,100,
2008,10,30,JBL,Sell,100,
2008,11,10,JBL,Buy,100,
2008,11,17,JBL,Sell,100,
2009,05,12,JBL,Buy,100,
2009,05,19,JBL,Sell,100,
2009,05,21,JBL,Buy,100,
2009,05,29,JBL,Sell,100,
2009,06,09,JBL,Buy,100,
2009,06,16,JBL,Sell,100,
2008,09,29,JDSU,Buy,100,
2008,10,06,JDSU,Sell,100,
2008,10,02,JDSU,Buy,100,
2008,10,09,JDSU,Sell,100,
2009,12,11,JDSU,Buy,100,
2009,12,18,JDSU,Sell,100,
2009,12,15,JDSU,Buy,100,
2009,12,22,JDSU,Sell,100,
2008,11,21,JWN,Buy,100,
2008,12,01,JWN,Sell,100,
2008,10,09,KEY,Buy,100,
2008,10,16,KEY,Sell,100,
2008,11,19,KEY,Buy,100,
2008,11,26,KEY,Sell,100,
2008,12,01,KEY,Buy,100,
2008,12,08,KEY,Sell,100,
2008,12,11,KEY,Buy,100,
2008,12,18,KEY,Sell,100,
2008,12,15,KEY,Buy,100,
2008,12,22,KEY,Sell,100,
2008,12,22,KEY,Buy,100,
2008,12,30,KEY,Sell,100,
2009,01,07,KEY,Buy,100,
2009,01,14,KEY,Sell,100,
2009,01,09,KEY,Buy,100,
2009,01,16,KEY,Sell,100,
2009,01,29,KEY,Buy,100,
2009,02,05,KEY,Sell,100,
2009,02,10,KEY,Buy,100,
2009,02,18,KEY,Sell,100,
2009,02,27,KEY,Buy,100,
2009,03,06,KEY,Sell,100,
2009,03,20,KEY,Buy,100,
2009,03,27,KEY,Sell,100,
2009,03,30,KEY,Buy,100,
2009,04,06,KEY,Sell,100,
2009,04,06,KEY,Buy,100,
2009,04,14,KEY,Sell,100,
2009,04,20,KEY,Buy,100,
2009,04,27,KEY,Sell,100,
2009,03,05,KIM,Buy,100,
2009,03,12,KIM,Sell,100,
2009,03,16,KIM,Buy,100,
2009,03,23,KIM,Sell,100,
2009,03,20,KIM,Buy,100,
2009,03,27,KIM,Sell,100,
2009,03,24,KIM,Buy,100,
2009,03,31,KIM,Sell,100,
2009,03,27,KIM,Buy,100,
2009,04,03,KIM,Sell,100,
2008,11,19,KMX,Buy,100,
2008,11,26,KMX,Sell,100,
2008,12,15,KMX,Buy,100,
2008,12,22,KMX,Sell,100,
2008,12,19,KMX,Buy,100,
2008,12,29,KMX,Sell,100,
2009,01,12,KMX,Buy,100,
2009,01,20,KMX,Sell,100,
2009,01,20,KMX,Buy,100,
2009,01,27,KMX,Sell,100,
2008,10,23,LEN,Buy,100,
2008,10,30,LEN,Sell,100,
2008,11,07,LEN,Buy,100,
2008,11,14,LEN,Sell,100,
2009,01,14,LEN,Buy,100,
2009,01,22,LEN,Sell,100,
2009,01,30,LEN,Buy,100,
2009,02,06,LEN,Sell,100,
2009,02,04,LEN,Buy,100,
2009,02,11,LEN,Sell,100,
2009,02,10,LEN,Buy,100,
2009,02,18,LEN,Sell,100,
2009,03,16,LEN,Buy,100,
2009,03,23,LEN,Sell,100,
2009,03,31,LEN,Buy,100,
2009,04,07,LEN,Sell,100,
2009,04,14,LEN,Buy,100,
2009,04,21,LEN,Sell,100,
2009,04,20,LEN,Buy,100,
2009,04,27,LEN,Sell,100,
2009,04,22,LEN,Buy,100,
2009,04,29,LEN,Sell,100,
2009,06,12,LEN,Buy,100,
2009,06,19,LEN,Sell,100,
2008,11,19,LNC,Buy,100,
2008,11,26,LNC,Sell,100,
2009,03,02,LNC,Buy,100,
2009,03,09,LNC,Sell,100,
2009,03,20,LNC,Buy,100,
2009,03,27,LNC,Sell,100,
2009,03,30,LNC,Buy,100,
2009,04,06,LNC,Sell,100,
2008,11,19,LTD,Buy,100,
2008,11,26,LTD,Sell,100,
2008,12,01,LTD,Buy,100,
2008,12,08,LTD,Sell,100,
2009,01,30,LTD,Buy,100,
2009,02,06,LTD,Sell,100,
2009,02,17,LTD,Buy,100,
2009,02,24,LTD,Sell,100,
2009,02,26,LTD,Buy,100,
2009,03,05,LTD,Sell,100,
2009,03,16,LTD,Buy,100,
2009,03,23,LTD,Sell,100,
2008,11,20,LUV,Buy,100,
2008,11,28,LUV,Sell,100,
2008,12,01,LUV,Buy,100,
2008,12,08,LUV,Sell,100,
2008,12,10,LUV,Buy,100,
2008,12,17,LUV,Sell,100,
2008,12,22,LUV,Buy,100,
2008,12,30,LUV,Sell,100,
2009,01,14,LUV,Buy,100,
2009,01,22,LUV,Sell,100,
2009,01,26,LUV,Buy,100,
2009,02,02,LUV,Sell,100,
2008,11,14,M,Buy,100,
2008,11,21,M,Sell,100,
2009,02,18,M,Buy,100,
2009,02,25,M,Sell,100,
2009,02,26,M,Buy,100,
2009,03,05,M,Sell,100,
2009,03,16,M,Buy,100,
2009,03,23,M,Sell,100,
2008,11,12,MAS,Buy,100,
2008,11,19,MAS,Sell,100,
2008,11,14,MAS,Buy,100,
2008,11,21,MAS,Sell,100,
2008,11,19,MAS,Buy,100,
2008,11,26,MAS,Sell,100,
2009,01,30,MAS,Buy,100,
2009,02,06,MAS,Sell,100,
2009,02,05,MAS,Buy,100,
2009,02,12,MAS,Sell,100,
2009,02,10,MAS,Buy,100,
2009,02,18,MAS,Sell,100,
2009,04,13,MAS,Buy,100,
2009,04,20,MAS,Sell,100,
2009,04,20,MAS,Buy,100,
2009,04,27,MAS,Sell,100,
2008,01,17,MSI,Buy,100,
2008,01,25,MSI,Sell,100,
2008,06,10,MU,Buy,100,
2008,06,17,MU,Sell,100,
2009,09,11,MU,Buy,100,
2009,09,18,MU,Sell,100,
2009,10,01,MU,Buy,100,
2009,10,08,MU,Sell,100,
2009,10,16,MU,Buy,100,
2009,10,23,MU,Sell,100,
2009,10,21,MU,Buy,100,
2009,10,28,MU,Sell,100,
2009,03,03,MWV,Buy,100,
2009,03,10,MWV,Sell,100,
2009,03,05,MWV,Buy,100,
2009,03,12,MWV,Sell,100,
2008,10,08,MYL,Buy,100,
2008,10,15,MYL,Sell,100,
2008,10,15,MYL,Buy,100,
2008,10,22,MYL,Sell,100,
2008,10,20,MYL,Buy,100,
2008,10,27,MYL,Sell,100,
2008,11,19,MYL,Buy,100,
2008,11,26,MYL,Sell,100,
2009,03,03,NI,Buy,100,
2009,03,10,NI,Sell,100,
2009,03,05,NI,Buy,100,
2009,03,12,NI,Sell,100,
2008,10,06,NVDA,Buy,100,
2008,10,13,NVDA,Sell,100,
2008,10,14,NVDA,Buy,100,
2008,10,21,NVDA,Sell,100,
2008,11,06,NVDA,Buy,100,
2008,11,13,NVDA,Sell,100,
2008,11,11,NVDA,Buy,100,
2008,11,18,NVDA,Sell,100,
2008,12,23,NVDA,Buy,100,
2008,12,31,NVDA,Sell,100,
2009,01,09,NVDA,Buy,100,
2009,01,16,NVDA,Sell,100,
2009,01,30,NVDA,Buy,100,
2009,02,06,NVDA,Sell,100,
2009,02,17,NVDA,Buy,100,
2009,02,24,NVDA,Sell,100,
2009,02,19,NVDA,Buy,100,
2009,02,26,NVDA,Sell,100,
2009,03,02,NVDA,Buy,100,
2009,03,09,NVDA,Sell,100,
2009,02,04,NWL,Buy,100,
2009,02,11,NWL,Sell,100,
2009,02,10,NWL,Buy,100,
2009,02,18,NWL,Sell,100,
2008,10,27,NWSA,Buy,100,
2008,11,03,NWSA,Sell,100,
2008,11,11,NWSA,Buy,100,
2008,11,18,NWSA,Sell,100,
2008,12,12,NWSA,Buy,100,
2008,12,19,NWSA,Sell,100,
2009,01,20,NWSA,Buy,100,
2009,01,27,NWSA,Sell,100,
2009,04,20,NWSA,Buy,100,
2009,04,27,NWSA,Sell,100,
2009,08,19,PCS,Buy,100,
2009,08,26,PCS,Sell,100,
2009,08,31,PCS,Buy,100,
2009,09,08,PCS,Sell,100,
2009,10,13,PCS,Buy,100,
2009,10,20,PCS,Sell,100,
2009,02,27,PFG,Buy,100,
2009,03,06,PFG,Sell,100,
2009,03,13,PFG,Buy,100,
2009,03,20,PFG,Sell,100,
2009,03,19,PFG,Buy,100,
2009,03,26,PFG,Sell,100,
2009,03,30,PFG,Buy,100,
2009,04,06,PFG,Sell,100,
2008,11,20,PHM,Buy,100,
2008,11,28,PHM,Sell,100,
2009,03,06,PHM,Buy,100,
2009,03,13,PHM,Sell,100,
2009,07,08,PHM,Buy,100,
2009,07,15,PHM,Sell,100,
2008,07,14,RF,Buy,100,
2008,07,21,RF,Sell,100,
2008,10,09,RF,Buy,100,
2008,10,16,RF,Sell,100,
2008,11,20,RF,Buy,100,
2008,11,28,RF,Sell,100,
2008,12,29,RF,Buy,100,
2009,01,06,RF,Sell,100,
2009,01,07,RF,Buy,100,
2009,01,14,RF,Sell,100,
2008,11,20,RHT,Buy,100,
2008,11,28,RHT,Sell,100,
2009,02,27,RRD,Buy,100,
2009,03,06,RRD,Sell,100,
2009,03,24,RRD,Buy,100,
2009,03,31,RRD,Sell,100,
2009,03,27,RRD,Buy,100,
2009,04,03,RRD,Sell,100,
2008,02,29,S,Buy,100,
2008,03,07,S,Sell,100,
2008,04,30,S,Buy,100,
2008,05,07,S,Sell,100,
2008,05,02,S,Buy,100,
2008,05,09,S,Sell,100,
2008,06,20,S,Buy,100,
2008,06,27,S,Sell,100,
2008,08,06,S,Buy,100,
2008,08,13,S,Sell,100,
2008,09,05,S,Buy,100,
2008,09,12,S,Sell,100,
2008,11,19,SBUX,Buy,100,
2008,11,26,SBUX,Sell,100,
2008,12,01,SBUX,Buy,100,
2008,12,08,SBUX,Sell,100,
2008,10,08,SLM,Buy,100,
2008,10,15,SLM,Sell,100,
2008,11,12,SLM,Buy,100,
2008,11,19,SLM,Sell,100,
2008,11,14,SLM,Buy,100,
2008,11,21,SLM,Sell,100,
2008,12,01,SLM,Buy,100,
2008,12,08,SLM,Sell,100,
2008,12,15,SLM,Buy,100,
2008,12,22,SLM,Sell,100,
2009,02,17,SLM,Buy,100,
2009,02,24,SLM,Sell,100,
2009,02,26,SLM,Buy,100,
2009,03,05,SLM,Sell,100,
2009,06,17,SLM,Buy,100,
2009,06,24,SLM,Sell,100,
2009,06,22,SLM,Buy,100,
2009,06,29,SLM,Sell,100,
2008,10,24,SNDK,Buy,100,
2008,10,31,SNDK,Sell,100,
2008,11,12,SNDK,Buy,100,
2008,11,19,SNDK,Sell,100,
2008,12,01,SNDK,Buy,100,
2008,12,08,SNDK,Sell,100,
2009,03,06,SNDK,Buy,100,
2009,03,13,SNDK,Sell,100,
2009,02,17,STI,Buy,100,
2009,02,24,STI,Sell,100,
2008,10,23,STX,Buy,100,
2008,10,30,STX,Sell,100,
2009,05,07,STX,Buy,100,
2009,05,14,STX,Sell,100,
2009,05,20,STX,Buy,100,
2009,05,28,STX,Sell,100,
2009,03,05,TEL,Buy,100,
2009,03,12,TEL,Sell,100,
2008,09,29,TER,Buy,100,
2008,10,06,TER,Sell,100,
2009,07,29,TER,Buy,100,
2009,08,05,TER,Sell,100,
2009,08,11,TER,Buy,100,
2009,08,18,TER,Sell,100,
2009,08,14,TER,Buy,100,
2009,08,21,TER,Sell,100,
2009,09,01,TER,Buy,100,
2009,09,09,TER,Sell,100,
2008,10,07,TIE,Buy,100,
2008,10,14,TIE,Sell,100,
2008,10,09,TIE,Buy,100,
2008,10,16,TIE,Sell,100,
2008,10,15,TIE,Buy,100,
2008,10,22,TIE,Sell,100,
2008,10,22,TIE,Buy,100,
2008,10,29,TIE,Sell,100,
2008,11,12,TIE,Buy,100,
2008,11,19,TIE,Sell,100,
2008,11,14,TIE,Buy,100,
2008,11,21,TIE,Sell,100,
2008,12,01,TIE,Buy,100,
2008,12,08,TIE,Sell,100,
2009,01,12,TIE,Buy,100,
2009,01,20,TIE,Sell,100,
2009,02,10,TIE,Buy,100,
2009,02,18,TIE,Sell,100,
2009,02,17,TIE,Buy,100,
2009,02,24,TIE,Sell,100,
2009,05,13,TIE,Buy,100,
2009,05,20,TIE,Sell,100,
2009,07,06,TIE,Buy,100,
2009,07,13,TIE,Sell,100,
2009,07,22,TIE,Buy,100,
2009,07,29,TIE,Sell,100,
2009,08,11,TIE,Buy,100,
2009,08,18,TIE,Sell,100,
2009,08,17,TIE,Buy,100,
2009,08,24,TIE,Sell,100,
2009,08,25,TIE,Buy,100,
2009,09,01,TIE,Sell,100,
2009,09,01,TIE,Buy,100,
2009,09,09,TIE,Sell,100,
2008,10,27,TSN,Buy,100,
2008,11,03,TSN,Sell,100,
2008,10,29,TSN,Buy,100,
2008,11,05,TSN,Sell,100,
2008,11,06,TSN,Buy,100,
2008,11,13,TSN,Sell,100,
2008,12,23,TSN,Buy,100,
2008,12,31,TSN,Sell,100,
2008,12,29,TSN,Buy,100,
2009,01,06,TSN,Sell,100,
2009,02,20,TSN,Buy,100,
2009,02,27,TSN,Sell,100,
2009,02,25,TSN,Buy,100,
2009,03,04,TSN,Sell,100,
2009,03,03,TSN,Buy,100,
2009,03,10,TSN,Sell,100,
2009,03,05,TSN,Buy,100,
2009,03,12,TSN,Sell,100,
2008,11,20,TSO,Buy,100,
2008,11,28,TSO,Sell,100,
2008,12,01,TSO,Buy,100,
2008,12,08,TSO,Sell,100,
2008,12,04,TSO,Buy,100,
2008,12,11,TSO,Sell,100,
2009,03,09,TWC,Buy,100,
2009,03,16,TWC,Sell,100,
2008,11,20,TWX,Buy,100,
2008,11,28,TWX,Sell,100,
2008,11,24,TWX,Buy,100,
2008,12,02,TWX,Sell,100,
2009,02,17,TWX,Buy,100,
2009,02,24,TWX,Sell,100,
2009,03,11,TWX,Buy,100,
2009,03,18,TWX,Sell,100,
2009,03,19,TWX,Buy,100,
2009,03,26,TWX,Sell,100,
2009,02,03,TXT,Buy,100,
2009,02,10,TXT,Sell,100,
2009,03,05,UNM,Buy,100,
2009,03,12,UNM,Sell,100,
2008,10,24,WIN,Buy,100,
2008,10,31,WIN,Sell,100,
2008,11,06,WIN,Buy,100,
2008,11,13,WIN,Sell,100,
2008,11,19,WIN,Buy,100,
2008,11,26,WIN,Sell,100,
2009,02,17,WIN,Buy,100,
2009,02,24,WIN,Sell,100,
2009,03,19,WIN,Buy,100,
2009,03,26,WIN,Sell,100,
2009,07,08,WIN,Buy,100,
2009,07,15,WIN,Sell,100,
2008,10,21,WYN,Buy,100,
2008,10,28,WYN,Sell,100,
2008,11,06,WYN,Buy,100,
2008,11,13,WYN,Sell,100,
2009,01,07,WYN,Buy,100,
2009,01,14,WYN,Sell,100,
2009,04,20,WYN,Buy,100,
2009,04,27,WYN,Sell,100,
2008,10,09,XL,Buy,100,
2008,10,16,XL,Sell,100,
2008,10,24,XL,Buy,100,
2008,10,31,XL,Sell,100,
2008,11,06,XL,Buy,100,
2008,11,13,XL,Sell,100,
2008,11,11,XL,Buy,100,
2008,11,18,XL,Sell,100,
2009,04,14,XL,Buy,100,
2009,04,21,XL,Sell,100,
2009,04,20,XL,Buy,100,
2009,04,27,XL,Sell,100,
2008,10,10,XRX,Buy,100,
2008,10,17,XRX,Sell,100,
2008,10,22,XRX,Buy,100,
2008,10,29,XRX,Sell,100,
2008,11,03,XRX,Buy,100,
2008,11,10,XRX,Sell,100,
2008,11,05,XRX,Buy,100,
2008,11,12,XRX,Sell,100,
2008,12,17,XRX,Buy,100,
2008,12,24,XRX,Sell,100,
2009,01,14,XRX,Buy,100,
2009,01,22,XRX,Sell,100,
2009,09,28,XRX,Buy,100,
2009,10,05,XRX,Sell,100,
2009,10,23,XRX,Buy,100,
2009,10,30,XRX,Sell,100,
2009,11,10,XRX,Buy,100,
2009,11,17,XRX,Sell,100,
2009,11,17,XRX,Buy,100,
2009,11,24,XRX,Sell,100,
2009,03,04,ZION,Buy,100,
2009,03,11,ZION,Sell,100,
